"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-10",17.36705,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-11",17.85933,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-12",17.13919,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-01",18.46415,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-02",18.37296,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-03",19.60314,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-04",19.171,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-05",19.19487,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-06",18.14158,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-07",17.99541,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-08",18.33154,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-09",17.62665,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-10",18.0302,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-11",18.14779,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-12",18.44538,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-01",17.39062,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-02",17.26953,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-03",16.84706,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-04",16.00209,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-05",16.68149,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-06",15.98073,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-07",16.50167,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-08",16.02909,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-09",15.07538,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-10",14.77981,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-11",14.90467,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-12",14.68954,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-01",15.59548,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-02",14.4655,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-03",14.38782,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-04",15.10138,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-05",13.74079,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-06",14.43322,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-07",14.53223,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-08",14.69857,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-09",14.8132,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-10",14.15453,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-11",13.64375,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-12",13.82938,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-01",13.56119,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-02",13.78886,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-03",14.41093,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-04",13.92827,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-05",13.39681,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-06",13.7701,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-07",12.49966,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-08",12.72549,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-09",13.40618,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-10",13.64053,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-11",12.84788,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2012-12",13.66037,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-01",13.91835,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-02",13.6192,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-03",13.20826,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-04",14.35525,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-05",14.12886,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-06",14.86342,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-07",14.12629,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-08",13.85587,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-09",14.1873,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-10",14.29297,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-11",13.72735,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2013-12",13.81977,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-01",13.60432,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-02",13.63327,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-03",13.38238,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-04",12.44891,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-05",13.09616,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-06",13.38301,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-07",13.61069,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-08",13.73755,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-09",13.70409,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-10",12.90455,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-11",13.49106,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2014-12",13.47583,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-01",14.72832,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-02",15.51957,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-03",15.46253,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-04",16.3415,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-05",17.19886,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-06",17.66723,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-07",19.4382,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-08",19.32515,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-09",19.62512,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-10",21.37673,
"BRA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2015-11",21.20418,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-01",16.63874,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-02",16.58829,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-03",17.26228,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-04",17.14058,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-05",17.46928,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-06",17.74756,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-07",18.40388,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-08",18.6555,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-09",18.04913,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-10",16.90948,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-11",16.33793,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-12",16.56289,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-01",16.73262,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-02",16.58624,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-03",16.55881,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-04",16.72704,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-05",17.67144,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-06",17.2124,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-07",16.96081,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-08",16.35881,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-09",16.51509,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-10",16.49703,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-11",14.84498,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-12",14.7356,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-01",14.72823,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-02",15.6227,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-03",15.6675,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-04",15.22112,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-05",15.08381,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-06",15.50393,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-07",15.98009,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-08",16.61634,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-09",16.7832,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-10",16.82689,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-11",17.13779,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-12",17.29502,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-01",18.06915,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-02",18.19274,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-03",17.89569,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-04",17.85227,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-05",17.56696,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-06",17.68629,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-07",17.20546,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-08",16.99262,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-09",16.60801,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-10",17.58676,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-11",18.51557,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-12",19.89044,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-01",20.27903,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-02",20.36805,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-03",21.50736,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-04",21.96555,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-05",22.92174,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-06",23.00984,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-07",22.57135,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-08",22.20721,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-09",21.69741,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-10",21.08118,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-11",20.11777,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-12",19.58561,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-01",19.07755,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-02",19.29315,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-03",16.85609,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-04",17.36447,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-05",16.31375,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-06",15.96417,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-07",15.72102,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-08",15.66841,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-09",16.91971,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-10",15.2427,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-11",15.20195,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-12",15.02326,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-01",15.21006,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-02",15.3986,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-03",14.12731,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-04",14.36116,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-05",14.62679,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-06",15.73658,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-07",15.44485,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-08",15.0658,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-09",15.31213,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-10",16.15478,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-11",15.61236,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-12",15.02575,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-01",14.66161,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-02",14.25847,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-03",14.49462,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-04",13.81063,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-05",13.81775,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-06",13.61594,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-07",13.87789,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-08",14.14326,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-09",14.84532,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-10",14.36528,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-11",15.10974,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-12",14.78817,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-01",14.68072,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-02",14.44705,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-03",14.67588,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-04",14.54856,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-05",13.76219,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-06",13.37288,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-07",13.27454,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-08",12.731,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-09",12.45114,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-10",13.04553,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-11",14.68953,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-12",15.91752,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-01",15.55726,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-02",15.44223,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-03",14.39667,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-04",14.24661,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-05",13.74723,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-06",13.7276,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-07",14.00313,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-08",14.40678,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-09",13.73593,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-10",13.54548,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-11",13.51408,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-12",13.95804,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-01",13.79855,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-02",12.83141,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-03",12.90548,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-04",13.2792,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-05",14.21718,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-06",14.07145,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-07",13.73731,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-08",13.67408,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-09",14.39607,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-10",14.91247,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-11",14.30916,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-12",13.61565,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-01",12.82995,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-02",13.56594,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-03",14.60269,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-04",15.19309,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-05",15.10545,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-06",15.27973,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-07",14.91304,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-08",14.5504,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-09",13.74452,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-10",13.56826,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-11",14.32473,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-12",14.63974,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-01",15.73781,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-02",15.10834,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-03",15.01337,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-04",15.10168,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-05",14.90572,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-06",14.89705,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-07",15.31997,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-08",16.01837,
"CHL","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-09",16.48773,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-01",18.96671,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-02",19.21207,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-03",19.76021,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-04",19.72764,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-05",20.04039,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-06",20.31837,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-07",20.47271,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-08",20.86788,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-09",20.42844,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-10",19.80088,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-11",18.59052,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2005-12",18.56052,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-01",18.69407,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-02",19.166,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-03",19.2819,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-04",19.18837,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-05",19.51471,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-06",19.28361,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-07",19.04765,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-08",18.14759,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-09",18.18753,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-10",17.56347,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-11",16.15909,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2006-12",15.87601,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-01",16.18332,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-02",17.0008,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-03",17.17398,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-04",16.72116,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-05",16.59552,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-06",16.44302,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-07",17.25966,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-08",18.07513,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-09",18.98105,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-10",18.98798,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-11",19.68327,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2007-12",19.43299,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-01",20.09348,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-02",19.58617,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-03",19.34713,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-04",19.56168,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-05",19.82293,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-06",20.35013,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-07",19.83567,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-08",19.62317,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-09",18.77635,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-10",19.41663,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-11",19.80523,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2008-12",20.93849,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-01",21.3372,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-02",21.67472,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-03",22.5764,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-04",22.79352,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-05",23.75959,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-06",24.09372,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-07",23.91838,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-08",23.30707,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-09",22.46359,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-10",21.9507,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-11",21.37649,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2009-12",21.18532,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-01",20.68594,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-02",20.83321,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-03",19.06438,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-04",18.8997,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-05",18.00445,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-06",17.0315,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-07",17.21843,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-08",17.26328,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-09",18.25137,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-10",17.41957,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-11",18.06874,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2010-12",18.03503,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-01",17.72279,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-02",17.1463,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-03",16.45103,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-04",16.92634,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-05",17.19129,
"CHL","YOUTHUNEMP","TOT","PC_YOUTHLF","M","2011-06",18.3256,
